DateKey,Date,DateUK,DateUS,Day,OrdinalSuffix,Month,MonthName,FirstOfMonth,Quarter,Year,FirstOfYear,Week,DayOfWeek,DayName
20120610,"2012-06-10","10/06/2012","06/10/2012",10,"th",6,"June","2012-06-01",2,2012,"2012-01-01",24,1,"Sunday"
20120611,"2012-06-11","11/06/2012","06/11/2012",11,"th",6,"June","2012-06-01",2,2012,"2012-01-01",24,2,"Monday"
20120612,"2012-06-12","12/06/2012","06/12/2012",12,"th",6,"June","2012-06-01",2,2012,"2012-01-01",24,3,"Tuesday"
20120613,"2012-06-13","13/06/2012","06/13/2012",13,"th",6,"June","2012-06-01",2,2012,"2012-01-01",24,4,"Wednesday"
20120614,"2012-06-14","14/06/2012","06/14/2012",14,"th",6,"June","2012-06-01",2,2012,"2012-01-01",24,5,"Thursday"
20120615,"2012-06-15","15/06/2012","06/15/2012",15,"th",6,"June","2012-06-01",2,2012,"2012-01-01",24,6,"Friday"
20120616,"2012-06-16","16/06/2012","06/16/2012",16,"th",6,"June","2012-06-01",2,2012,"2012-01-01",24,7,"Saturday"
20120617,"2012-06-17","17/06/2012","06/17/2012",17,"th",6,"June","2012-06-01",2,2012,"2012-01-01",25,1,"Sunday"
20120618,"2012-06-18","18/06/2012","06/18/2012",18,"th",6,"June","2012-06-01",2,2012,"2012-01-01",25,2,"Monday"
20180507,"2018-05-07","07/05/2018","05/07/2018",7,"th",5,"May","2018-05-01",2,2018,"2018-01-01",19,2,"Monday"
20180508,"2018-05-08","08/05/2018","05/08/2018",8,"th",5,"May","2018-05-01",2,2018,"2018-01-01",19,3,"Tuesday"
20180509,"2018-05-09","09/05/2018","05/09/2018",9,"th",5,"May","2018-05-01",2,2018,"2018-01-01",19,4,"Wednesday"
20180510,"2018-05-10","10/05/2018","05/10/2018",10,"th",5,"May","2018-05-01",2,2018,"2018-01-01",19,5,"Thursday"
20180511,"2018-05-11","11/05/2018","05/11/2018",11,"th",5,"May","2018-05-01",2,2018,"2018-01-01",19,6,"Friday"
20180512,"2018-05-12","12/05/2018","05/12/2018",12,"th",5,"May","2018-05-01",2,2018,"2018-01-01",19,7,"Saturday"
20180513,"2018-05-13","13/05/2018","05/13/2018",13,"th",5,"May","2018-05-01",2,2018,"2018-01-01",20,1,"Sunday"
20180514,"2018-05-14","14/05/2018","05/14/2018",14,"th",5,"May","2018-05-01",2,2018,"2018-01-01",20,2,"Monday"
20180515,"2018-05-15","15/05/2018","05/15/2018",15,"th",5,"May","2018-05-01",2,2018,"2018-01-01",20,3,"Tuesday"
20180516,"2018-05-16","16/05/2018","05/16/2018",16,"th",5,"May","2018-05-01",2,2018,"2018-01-01",20,4,"Wednesday"
20180517,"2018-05-17","17/05/2018","05/17/2018",17,"th",5,"May","2018-05-01",2,2018,"2018-01-01",20,5,"Thursday"
20180518,"2018-05-18","18/05/2018","05/18/2018",18,"th",5,"May","2018-05-01",2,2018,"2018-01-01",20,6,"Friday"
20180519,"2018-05-19","19/05/2018","05/19/2018",19,"th",5,"May","2018-05-01",2,2018,"2018-01-01",20,7,"Saturday"
20180520,"2018-05-20","20/05/2018","05/20/2018",20,"th",5,"May","2018-05-01",2,2018,"2018-01-01",21,1,"Sunday"
20180521,"2018-05-21","21/05/2018","05/21/2018",21,"st",5,"May","2018-05-01",2,2018,"2018-01-01",21,2,"Monday"
20180522,"2018-05-22","22/05/2018","05/22/2018",22,"nd",5,"May","2018-05-01",2,2018,"2018-01-01",21,3,"Tuesday"
20180523,"2018-05-23","23/05/2018","05/23/2018",23,"rd",5,"May","2018-05-01",2,2018,"2018-01-01",21,4,"Wednesday"
20180524,"2018-05-24","24/05/2018","05/24/2018",24,"th",5,"May","2018-05-01",2,2018,"2018-01-01",21,5,"Thursday"
20180525,"2018-05-25","25/05/2018","05/25/2018",25,"th",5,"May","2018-05-01",2,2018,"2018-01-01",21,6,"Friday"
20180526,"2018-05-26","26/05/2018","05/26/2018",26,"th",5,"May","2018-05-01",2,2018,"2018-01-01",21,7,"Saturday"
20180527,"2018-05-27","27/05/2018","05/27/2018",27,"th",5,"May","2018-05-01",2,2018,"2018-01-01",22,1,"Sunday"
20180528,"2018-05-28","28/05/2018","05/28/2018",28,"th",5,"May","2018-05-01",2,2018,"2018-01-01",22,2,"Monday"
20180529,"2018-05-29","29/05/2018","05/29/2018",29,"th",5,"May","2018-05-01",2,2018,"2018-01-01",22,3,"Tuesday"
20180530,"2018-05-30","30/05/2018","05/30/2018",30,"th",5,"May","2018-05-01",2,2018,"2018-01-01",22,4,"Wednesday"
20180531,"2018-05-31","31/05/2018","05/31/2018",31,"st",5,"May","2018-05-01",2,2018,"2018-01-01",22,5,"Thursday"
20180601,"2018-06-01","01/06/2018","06/01/2018",1,"st",6,"June","2018-06-01",2,2018,"2018-01-01",22,6,"Friday"
20180602,"2018-06-02","02/06/2018","06/02/2018",2,"nd",6,"June","2018-06-01",2,2018,"2018-01-01",22,7,"Saturday"
20180603,"2018-06-03","03/06/2018","06/03/2018",3,"rd",6,"June","2018-06-01",2,2018,"2018-01-01",23,1,"Sunday"
20180604,"2018-06-04","04/06/2018","06/04/2018",4,"th",6,"June","2018-06-01",2,2018,"2018-01-01",23,2,"Monday"
20180605,"2018-06-05","05/06/2018","06/05/2018",5,"th",6,"June","2018-06-01",2,2018,"2018-01-01",23,3,"Tuesday"
20180606,"2018-06-06","06/06/2018","06/06/2018",6,"th",6,"June","2018-06-01",2,2018,"2018-01-01",23,4,"Wednesday"
20180607,"2018-06-07","07/06/2018","06/07/2018",7,"th",6,"June","2018-06-01",2,2018,"2018-01-01",23,5,"Thursday"
20180608,"2018-06-08","08/06/2018","06/08/2018",8,"th",6,"June","2018-06-01",2,2018,"2018-01-01",23,6,"Friday"
20180609,"2018-06-09","09/06/2018","06/09/2018",9,"th",6,"June","2018-06-01",2,2018,"2018-01-01",23,7,"Saturday"
20180610,"2018-06-10","10/06/2018","06/10/2018",10,"th",6,"June","2018-06-01",2,2018,"2018-01-01",24,1,"Sunday"
20180611,"2018-06-11","11/06/2018","06/11/2018",11,"th",6,"June","2018-06-01",2,2018,"2018-01-01",24,2,"Monday"
20180612,"2018-06-12","12/06/2018","06/12/2018",12,"th",6,"June","2018-06-01",2,2018,"2018-01-01",24,3,"Tuesday"
20180613,"2018-06-13","13/06/2018","06/13/2018",13,"th",6,"June","2018-06-01",2,2018,"2018-01-01",24,4,"Wednesday"
20180614,"2018-06-14","14/06/2018","06/14/2018",14,"th",6,"June","2018-06-01",2,2018,"2018-01-01",24,5,"Thursday"
20180615,"2018-06-15","15/06/2018","06/15/2018",15,"th",6,"June","2018-06-01",2,2018,"2018-01-01",24,6,"Friday"
20180616,"2018-06-16","16/06/2018","06/16/2018",16,"th",6,"June","2018-06-01",2,2018,"2018-01-01",24,7,"Saturday"
20180617,"2018-06-17","17/06/2018","06/17/2018",17,"th",6,"June","2018-06-01",2,2018,"2018-01-01",25,1,"Sunday"
20180618,"2018-06-18","18/06/2018","06/18/2018",18,"th",6,"June","2018-06-01",2,2018,"2018-01-01",25,2,"Monday"
20180619,"2018-06-19","19/06/2018","06/19/2018",19,"th",6,"June","2018-06-01",2,2018,"2018-01-01",25,3,"Tuesday"
20180620,"2018-06-20","20/06/2018","06/20/2018",20,"th",6,"June","2018-06-01",2,2018,"2018-01-01",25,4,"Wednesday"
20180621,"2018-06-21","21/06/2018","06/21/2018",21,"st",6,"June","2018-06-01",2,2018,"2018-01-01",25,5,"Thursday"
20180622,"2018-06-22","22/06/2018","06/22/2018",22,"nd",6,"June","2018-06-01",2,2018,"2018-01-01",25,6,"Friday"
20180623,"2018-06-23","23/06/2018","06/23/2018",23,"rd",6,"June","2018-06-01",2,2018,"2018-01-01",25,7,"Saturday"
20180624,"2018-06-24","24/06/2018","06/24/2018",24,"th",6,"June","2018-06-01",2,2018,"2018-01-01",26,1,"Sunday"
20180625,"2018-06-25","25/06/2018","06/25/2018",25,"th",6,"June","2018-06-01",2,2018,"2018-01-01",26,2,"Monday"
20180626,"2018-06-26","26/06/2018","06/26/2018",26,"th",6,"June","2018-06-01",2,2018,"2018-01-01",26,3,"Tuesday"
20180627,"2018-06-27","27/06/2018","06/27/2018",27,"th",6,"June","2018-06-01",2,2018,"2018-01-01",26,4,"Wednesday"
20180628,"2018-06-28","28/06/2018","06/28/2018",28,"th",6,"June","2018-06-01",2,2018,"2018-01-01",26,5,"Thursday"
20180629,"2018-06-29","29/06/2018","06/29/2018",29,"th",6,"June","2018-06-01",2,2018,"2018-01-01",26,6,"Friday"
20180630,"2018-06-30","30/06/2018","06/30/2018",30,"th",6,"June","2018-06-01",2,2018,"2018-01-01",26,7,"Saturday"
20180701,"2018-07-01","01/07/2018","07/01/2018",1,"st",7,"July","2018-07-01",3,2018,"2018-01-01",27,1,"Sunday"
20180702,"2018-07-02","02/07/2018","07/02/2018",2,"nd",7,"July","2018-07-01",3,2018,"2018-01-01",27,2,"Monday"
20180703,"2018-07-03","03/07/2018","07/03/2018",3,"rd",7,"July","2018-07-01",3,2018,"2018-01-01",27,3,"Tuesday"
20180704,"2018-07-04","04/07/2018","07/04/2018",4,"th",7,"July","2018-07-01",3,2018,"2018-01-01",27,4,"Wednesday"
20180705,"2018-07-05","05/07/2018","07/05/2018",5,"th",7,"July","2018-07-01",3,2018,"2018-01-01",27,5,"Thursday"
20180706,"2018-07-06","06/07/2018","07/06/2018",6,"th",7,"July","2018-07-01",3,2018,"2018-01-01",27,6,"Friday"
20180707,"2018-07-07","07/07/2018","07/07/2018",7,"th",7,"July","2018-07-01",3,2018,"2018-01-01",27,7,"Saturday"
20180708,"2018-07-08","08/07/2018","07/08/2018",8,"th",7,"July","2018-07-01",3,2018,"2018-01-01",28,1,"Sunday"
20180709,"2018-07-09","09/07/2018","07/09/2018",9,"th",7,"July","2018-07-01",3,2018,"2018-01-01",28,2,"Monday"
20180710,"2018-07-10","10/07/2018","07/10/2018",10,"th",7,"July","2018-07-01",3,2018,"2018-01-01",28,3,"Tuesday"
20180711,"2018-07-11","11/07/2018","07/11/2018",11,"th",7,"July","2018-07-01",3,2018,"2018-01-01",28,4,"Wednesday"
20180712,"2018-07-12","12/07/2018","07/12/2018",12,"th",7,"July","2018-07-01",3,2018,"2018-01-01",28,5,"Thursday"
20180713,"2018-07-13","13/07/2018","07/13/2018",13,"th",7,"July","2018-07-01",3,2018,"2018-01-01",28,6,"Friday"
20180714,"2018-07-14","14/07/2018","07/14/2018",14,"th",7,"July","2018-07-01",3,2018,"2018-01-01",28,7,"Saturday"
20180715,"2018-07-15","15/07/2018","07/15/2018",15,"th",7,"July","2018-07-01",3,2018,"2018-01-01",29,1,"Sunday"
20180716,"2018-07-16","16/07/2018","07/16/2018",16,"th",7,"July","2018-07-01",3,2018,"2018-01-01",29,2,"Monday"
20180717,"2018-07-17","17/07/2018","07/17/2018",17,"th",7,"July","2018-07-01",3,2018,"2018-01-01",29,3,"Tuesday"
20180718,"2018-07-18","18/07/2018","07/18/2018",18,"th",7,"July","2018-07-01",3,2018,"2018-01-01",29,4,"Wednesday"
20180719,"2018-07-19","19/07/2018","07/19/2018",19,"th",7,"July","2018-07-01",3,2018,"2018-01-01",29,5,"Thursday"
20180720,"2018-07-20","20/07/2018","07/20/2018",20,"th",7,"July","2018-07-01",3,2018,"2018-01-01",29,6,"Friday"
20180721,"2018-07-21","21/07/2018","07/21/2018",21,"st",7,"July","2018-07-01",3,2018,"2018-01-01",29,7,"Saturday"
20180722,"2018-07-22","22/07/2018","07/22/2018",22,"nd",7,"July","2018-07-01",3,2018,"2018-01-01",30,1,"Sunday"
20180723,"2018-07-23","23/07/2018","07/23/2018",23,"rd",7,"July","2018-07-01",3,2018,"2018-01-01",30,2,"Monday"
20180724,"2018-07-24","24/07/2018","07/24/2018",24,"th",7,"July","2018-07-01",3,2018,"2018-01-01",30,3,"Tuesday"
20180725,"2018-07-25","25/07/2018","07/25/2018",25,"th",7,"July","2018-07-01",3,2018,"2018-01-01",30,4,"Wednesday"
20180726,"2018-07-26","26/07/2018","07/26/2018",26,"th",7,"July","2018-07-01",3,2018,"2018-01-01",30,5,"Thursday"
20180727,"2018-07-27","27/07/2018","07/27/2018",27,"th",7,"July","2018-07-01",3,2018,"2018-01-01",30,6,"Friday"
20180728,"2018-07-28","28/07/2018","07/28/2018",28,"th",7,"July","2018-07-01",3,2018,"2018-01-01",30,7,"Saturday"
20180729,"2018-07-29","29/07/2018","07/29/2018",29,"th",7,"July","2018-07-01",3,2018,"2018-01-01",31,1,"Sunday"
20180730,"2018-07-30","30/07/2018","07/30/2018",30,"th",7,"July","2018-07-01",3,2018,"2018-01-01",31,2,"Monday"
20180731,"2018-07-31","31/07/2018","07/31/2018",31,"st",7,"July","2018-07-01",3,2018,"2018-01-01",31,3,"Tuesday"
20180801,"2018-08-01","01/08/2018","08/01/2018",1,"st",8,"August","2018-08-01",3,2018,"2018-01-01",31,4,"Wednesday"
20180802,"2018-08-02","02/08/2018","08/02/2018",2,"nd",8,"August","2018-08-01",3,2018,"2018-01-01",31,5,"Thursday"
20180803,"2018-08-03","03/08/2018","08/03/2018",3,"rd",8,"August","2018-08-01",3,2018,"2018-01-01",31,6,"Friday"
20180804,"2018-08-04","04/08/2018","08/04/2018",4,"th",8,"August","2018-08-01",3,2018,"2018-01-01",31,7,"Saturday"
20180805,"2018-08-05","05/08/2018","08/05/2018",5,"th",8,"August","2018-08-01",3,2018,"2018-01-01",32,1,"Sunday"
20180806,"2018-08-06","06/08/2018","08/06/2018",6,"th",8,"August","2018-08-01",3,2018,"2018-01-01",32,2,"Monday"
20180807,"2018-08-07","07/08/2018","08/07/2018",7,"th",8,"August","2018-08-01",3,2018,"2018-01-01",32,3,"Tuesday"
20180808,"2018-08-08","08/08/2018","08/08/2018",8,"th",8,"August","2018-08-01",3,2018,"2018-01-01",32,4,"Wednesday"
20180809,"2018-08-09","09/08/2018","08/09/2018",9,"th",8,"August","2018-08-01",3,2018,"2018-01-01",32,5,"Thursday"
20180810,"2018-08-10","10/08/2018","08/10/2018",10,"th",8,"August","2018-08-01",3,2018,"2018-01-01",32,6,"Friday"
20180811,"2018-08-11","11/08/2018","08/11/2018",11,"th",8,"August","2018-08-01",3,2018,"2018-01-01",32,7,"Saturday"
20180812,"2018-08-12","12/08/2018","08/12/2018",12,"th",8,"August","2018-08-01",3,2018,"2018-01-01",33,1,"Sunday"
20180813,"2018-08-13","13/08/2018","08/13/2018",13,"th",8,"August","2018-08-01",3,2018,"2018-01-01",33,2,"Monday"
20180814,"2018-08-14","14/08/2018","08/14/2018",14,"th",8,"August","2018-08-01",3,2018,"2018-01-01",33,3,"Tuesday"
20150316,"2015-03-16","16/03/2015","03/16/2015",16,"th",3,"March","2015-03-01",1,2015,"2015-01-01",12,2,"Monday"
20150317,"2015-03-17","17/03/2015","03/17/2015",17,"th",3,"March","2015-03-01",1,2015,"2015-01-01",12,3,"Tuesday"
20150318,"2015-03-18","18/03/2015","03/18/2015",18,"th",3,"March","2015-03-01",1,2015,"2015-01-01",12,4,"Wednesday"
20150319,"2015-03-19","19/03/2015","03/19/2015",19,"th",3,"March","2015-03-01",1,2015,"2015-01-01",12,5,"Thursday"
20150320,"2015-03-20","20/03/2015","03/20/2015",20,"th",3,"March","2015-03-01",1,2015,"2015-01-01",12,6,"Friday"
20150321,"2015-03-21","21/03/2015","03/21/2015",21,"st",3,"March","2015-03-01",1,2015,"2015-01-01",12,7,"Saturday"
20150322,"2015-03-22","22/03/2015","03/22/2015",22,"nd",3,"March","2015-03-01",1,2015,"2015-01-01",13,1,"Sunday"
20150323,"2015-03-23","23/03/2015","03/23/2015",23,"rd",3,"March","2015-03-01",1,2015,"2015-01-01",13,2,"Monday"
20150324,"2015-03-24","24/03/2015","03/24/2015",24,"th",3,"March","2015-03-01",1,2015,"2015-01-01",13,3,"Tuesday"
20150325,"2015-03-25","25/03/2015","03/25/2015",25,"th",3,"March","2015-03-01",1,2015,"2015-01-01",13,4,"Wednesday"
20150326,"2015-03-26","26/03/2015","03/26/2015",26,"th",3,"March","2015-03-01",1,2015,"2015-01-01",13,5,"Thursday"
20150327,"2015-03-27","27/03/2015","03/27/2015",27,"th",3,"March","2015-03-01",1,2015,"2015-01-01",13,6,"Friday"
20150328,"2015-03-28","28/03/2015","03/28/2015",28,"th",3,"March","2015-03-01",1,2015,"2015-01-01",13,7,"Saturday"
20150329,"2015-03-29","29/03/2015","03/29/2015",29,"th",3,"March","2015-03-01",1,2015,"2015-01-01",14,1,"Sunday"
20150330,"2015-03-30","30/03/2015","03/30/2015",30,"th",3,"March","2015-03-01",1,2015,"2015-01-01",14,2,"Monday"
20150331,"2015-03-31","31/03/2015","03/31/2015",31,"st",3,"March","2015-03-01",1,2015,"2015-01-01",14,3,"Tuesday"
20150401,"2015-04-01","01/04/2015","04/01/2015",1,"st",4,"April","2015-04-01",2,2015,"2015-01-01",14,4,"Wednesday"
20150402,"2015-04-02","02/04/2015","04/02/2015",2,"nd",4,"April","2015-04-01",2,2015,"2015-01-01",14,5,"Thursday"
20150403,"2015-04-03","03/04/2015","04/03/2015",3,"rd",4,"April","2015-04-01",2,2015,"2015-01-01",14,6,"Friday"
20150404,"2015-04-04","04/04/2015","04/04/2015",4,"th",4,"April","2015-04-01",2,2015,"2015-01-01",14,7,"Saturday"
20150405,"2015-04-05","05/04/2015","04/05/2015",5,"th",4,"April","2015-04-01",2,2015,"2015-01-01",15,1,"Sunday"
20150406,"2015-04-06","06/04/2015","04/06/2015",6,"th",4,"April","2015-04-01",2,2015,"2015-01-01",15,2,"Monday"
20150407,"2015-04-07","07/04/2015","04/07/2015",7,"th",4,"April","2015-04-01",2,2015,"2015-01-01",15,3,"Tuesday"
20150408,"2015-04-08","08/04/2015","04/08/2015",8,"th",4,"April","2015-04-01",2,2015,"2015-01-01",15,4,"Wednesday"
20150409,"2015-04-09","09/04/2015","04/09/2015",9,"th",4,"April","2015-04-01",2,2015,"2015-01-01",15,5,"Thursday"
20150410,"2015-04-10","10/04/2015","04/10/2015",10,"th",4,"April","2015-04-01",2,2015,"2015-01-01",15,6,"Friday"
20150411,"2015-04-11","11/04/2015","04/11/2015",11,"th",4,"April","2015-04-01",2,2015,"2015-01-01",15,7,"Saturday"
20150412,"2015-04-12","12/04/2015","04/12/2015",12,"th",4,"April","2015-04-01",2,2015,"2015-01-01",16,1,"Sunday"
20150413,"2015-04-13","13/04/2015","04/13/2015",13,"th",4,"April","2015-04-01",2,2015,"2015-01-01",16,2,"Monday"
20150414,"2015-04-14","14/04/2015","04/14/2015",14,"th",4,"April","2015-04-01",2,2015,"2015-01-01",16,3,"Tuesday"
20150415,"2015-04-15","15/04/2015","04/15/2015",15,"th",4,"April","2015-04-01",2,2015,"2015-01-01",16,4,"Wednesday"
20150416,"2015-04-16","16/04/2015","04/16/2015",16,"th",4,"April","2015-04-01",2,2015,"2015-01-01",16,5,"Thursday"
20150417,"2015-04-17","17/04/2015","04/17/2015",17,"th",4,"April","2015-04-01",2,2015,"2015-01-01",16,6,"Friday"
20150418,"2015-04-18","18/04/2015","04/18/2015",18,"th",4,"April","2015-04-01",2,2015,"2015-01-01",16,7,"Saturday"
20150419,"2015-04-19","19/04/2015","04/19/2015",19,"th",4,"April","2015-04-01",2,2015,"2015-01-01",17,1,"Sunday"
20150420,"2015-04-20","20/04/2015","04/20/2015",20,"th",4,"April","2015-04-01",2,2015,"2015-01-01",17,2,"Monday"
20150421,"2015-04-21","21/04/2015","04/21/2015",21,"st",4,"April","2015-04-01",2,2015,"2015-01-01",17,3,"Tuesday"
20150422,"2015-04-22","22/04/2015","04/22/2015",22,"nd",4,"April","2015-04-01",2,2015,"2015-01-01",17,4,"Wednesday"
20150423,"2015-04-23","23/04/2015","04/23/2015",23,"rd",4,"April","2015-04-01",2,2015,"2015-01-01",17,5,"Thursday"
20150424,"2015-04-24","24/04/2015","04/24/2015",24,"th",4,"April","2015-04-01",2,2015,"2015-01-01",17,6,"Friday"
20150425,"2015-04-25","25/04/2015","04/25/2015",25,"th",4,"April","2015-04-01",2,2015,"2015-01-01",17,7,"Saturday"
20150426,"2015-04-26","26/04/2015","04/26/2015",26,"th",4,"April","2015-04-01",2,2015,"2015-01-01",18,1,"Sunday"
20150427,"2015-04-27","27/04/2015","04/27/2015",27,"th",4,"April","2015-04-01",2,2015,"2015-01-01",18,2,"Monday"
20150428,"2015-04-28","28/04/2015","04/28/2015",28,"th",4,"April","2015-04-01",2,2015,"2015-01-01",18,3,"Tuesday"
20150429,"2015-04-29","29/04/2015","04/29/2015",29,"th",4,"April","2015-04-01",2,2015,"2015-01-01",18,4,"Wednesday"
20150430,"2015-04-30","30/04/2015","04/30/2015",30,"th",4,"April","2015-04-01",2,2015,"2015-01-01",18,5,"Thursday"
20150501,"2015-05-01","01/05/2015","05/01/2015",1,"st",5,"May","2015-05-01",2,2015,"2015-01-01",18,6,"Friday"
20150502,"2015-05-02","02/05/2015","05/02/2015",2,"nd",5,"May","2015-05-01",2,2015,"2015-01-01",18,7,"Saturday"
20150503,"2015-05-03","03/05/2015","05/03/2015",3,"rd",5,"May","2015-05-01",2,2015,"2015-01-01",19,1,"Sunday"
20150504,"2015-05-04","04/05/2015","05/04/2015",4,"th",5,"May","2015-05-01",2,2015,"2015-01-01",19,2,"Monday"
20150505,"2015-05-05","05/05/2015","05/05/2015",5,"th",5,"May","2015-05-01",2,2015,"2015-01-01",19,3,"Tuesday"
20150506,"2015-05-06","06/05/2015","05/06/2015",6,"th",5,"May","2015-05-01",2,2015,"2015-01-01",19,4,"Wednesday"
20150507,"2015-05-07","07/05/2015","05/07/2015",7,"th",5,"May","2015-05-01",2,2015,"2015-01-01",19,5,"Thursday"
20150508,"2015-05-08","08/05/2015","05/08/2015",8,"th",5,"May","2015-05-01",2,2015,"2015-01-01",19,6,"Friday"
20150509,"2015-05-09","09/05/2015","05/09/2015",9,"th",5,"May","2015-05-01",2,2015,"2015-01-01",19,7,"Saturday"
20150510,"2015-05-10","10/05/2015","05/10/2015",10,"th",5,"May","2015-05-01",2,2015,"2015-01-01",20,1,"Sunday"
20150511,"2015-05-11","11/05/2015","05/11/2015",11,"th",5,"May","2015-05-01",2,2015,"2015-01-01",20,2,"Monday"
20150512,"2015-05-12","12/05/2015","05/12/2015",12,"th",5,"May","2015-05-01",2,2015,"2015-01-01",20,3,"Tuesday"
20150513,"2015-05-13","13/05/2015","05/13/2015",13,"th",5,"May","2015-05-01",2,2015,"2015-01-01",20,4,"Wednesday"
20150514,"2015-05-14","14/05/2015","05/14/2015",14,"th",5,"May","2015-05-01",2,2015,"2015-01-01",20,5,"Thursday"
20150515,"2015-05-15","15/05/2015","05/15/2015",15,"th",5,"May","2015-05-01",2,2015,"2015-01-01",20,6,"Friday"
20150516,"2015-05-16","16/05/2015","05/16/2015",16,"th",5,"May","2015-05-01",2,2015,"2015-01-01",20,7,"Saturday"
20150517,"2015-05-17","17/05/2015","05/17/2015",17,"th",5,"May","2015-05-01",2,2015,"2015-01-01",21,1,"Sunday"
20150518,"2015-05-18","18/05/2015","05/18/2015",18,"th",5,"May","2015-05-01",2,2015,"2015-01-01",21,2,"Monday"
20150519,"2015-05-19","19/05/2015","05/19/2015",19,"th",5,"May","2015-05-01",2,2015,"2015-01-01",21,3,"Tuesday"
20150520,"2015-05-20","20/05/2015","05/20/2015",20,"th",5,"May","2015-05-01",2,2015,"2015-01-01",21,4,"Wednesday"
20150521,"2015-05-21","21/05/2015","05/21/2015",21,"st",5,"May","2015-05-01",2,2015,"2015-01-01",21,5,"Thursday"
20150522,"2015-05-22","22/05/2015","05/22/2015",22,"nd",5,"May","2015-05-01",2,2015,"2015-01-01",21,6,"Friday"
20150523,"2015-05-23","23/05/2015","05/23/2015",23,"rd",5,"May","2015-05-01",2,2015,"2015-01-01",21,7,"Saturday"
20150524,"2015-05-24","24/05/2015","05/24/2015",24,"th",5,"May","2015-05-01",2,2015,"2015-01-01",22,1,"Sunday"
20150525,"2015-05-25","25/05/2015","05/25/2015",25,"th",5,"May","2015-05-01",2,2015,"2015-01-01",22,2,"Monday"
20150526,"2015-05-26","26/05/2015","05/26/2015",26,"th",5,"May","2015-05-01",2,2015,"2015-01-01",22,3,"Tuesday"
20150527,"2015-05-27","27/05/2015","05/27/2015",27,"th",5,"May","2015-05-01",2,2015,"2015-01-01",22,4,"Wednesday"
20150528,"2015-05-28","28/05/2015","05/28/2015",28,"th",5,"May","2015-05-01",2,2015,"2015-01-01",22,5,"Thursday"
20150529,"2015-05-29","29/05/2015","05/29/2015",29,"th",5,"May","2015-05-01",2,2015,"2015-01-01",22,6,"Friday"
20150530,"2015-05-30","30/05/2015","05/30/2015",30,"th",5,"May","2015-05-01",2,2015,"2015-01-01",22,7,"Saturday"
20150531,"2015-05-31","31/05/2015","05/31/2015",31,"st",5,"May","2015-05-01",2,2015,"2015-01-01",23,1,"Sunday"
20150601,"2015-06-01","01/06/2015","06/01/2015",1,"st",6,"June","2015-06-01",2,2015,"2015-01-01",23,2,"Monday"
20150602,"2015-06-02","02/06/2015","06/02/2015",2,"nd",6,"June","2015-06-01",2,2015,"2015-01-01",23,3,"Tuesday"
20150603,"2015-06-03","03/06/2015","06/03/2015",3,"rd",6,"June","2015-06-01",2,2015,"2015-01-01",23,4,"Wednesday"
20150604,"2015-06-04","04/06/2015","06/04/2015",4,"th",6,"June","2015-06-01",2,2015,"2015-01-01",23,5,"Thursday"
20150605,"2015-06-05","05/06/2015","06/05/2015",5,"th",6,"June","2015-06-01",2,2015,"2015-01-01",23,6,"Friday"
20150606,"2015-06-06","06/06/2015","06/06/2015",6,"th",6,"June","2015-06-01",2,2015,"2015-01-01",23,7,"Saturday"
20150607,"2015-06-07","07/06/2015","06/07/2015",7,"th",6,"June","2015-06-01",2,2015,"2015-01-01",24,1,"Sunday"
20150608,"2015-06-08","08/06/2015","06/08/2015",8,"th",6,"June","2015-06-01",2,2015,"2015-01-01",24,2,"Monday"
20150609,"2015-06-09","09/06/2015","06/09/2015",9,"th",6,"June","2015-06-01",2,2015,"2015-01-01",24,3,"Tuesday"
20150610,"2015-06-10","10/06/2015","06/10/2015",10,"th",6,"June","2015-06-01",2,2015,"2015-01-01",24,4,"Wednesday"
20150611,"2015-06-11","11/06/2015","06/11/2015",11,"th",6,"June","2015-06-01",2,2015,"2015-01-01",24,5,"Thursday"
20150612,"2015-06-12","12/06/2015","06/12/2015",12,"th",6,"June","2015-06-01",2,2015,"2015-01-01",24,6,"Friday"
20150613,"2015-06-13","13/06/2015","06/13/2015",13,"th",6,"June","2015-06-01",2,2015,"2015-01-01",24,7,"Saturday"
20150614,"2015-06-14","14/06/2015","06/14/2015",14,"th",6,"June","2015-06-01",2,2015,"2015-01-01",25,1,"Sunday"
20150615,"2015-06-15","15/06/2015","06/15/2015",15,"th",6,"June","2015-06-01",2,2015,"2015-01-01",25,2,"Monday"
20150616,"2015-06-16","16/06/2015","06/16/2015",16,"th",6,"June","2015-06-01",2,2015,"2015-01-01",25,3,"Tuesday"
20150617,"2015-06-17","17/06/2015","06/17/2015",17,"th",6,"June","2015-06-01",2,2015,"2015-01-01",25,4,"Wednesday"
20150618,"2015-06-18","18/06/2015","06/18/2015",18,"th",6,"June","2015-06-01",2,2015,"2015-01-01",25,5,"Thursday"
20150619,"2015-06-19","19/06/2015","06/19/2015",19,"th",6,"June","2015-06-01",2,2015,"2015-01-01",25,6,"Friday"
20150620,"2015-06-20","20/06/2015","06/20/2015",20,"th",6,"June","2015-06-01",2,2015,"2015-01-01",25,7,"Saturday"
20150621,"2015-06-21","21/06/2015","06/21/2015",21,"st",6,"June","2015-06-01",2,2015,"2015-01-01",26,1,"Sunday"
