DateKey,Date,DateUK,DateUS,Day,OrdinalSuffix,Month,MonthName,FirstOfMonth,Quarter,Year,FirstOfYear,Week,DayOfWeek,DayName
20220802,"2022-08-02","02/08/2022","08/02/2022",2,"nd",8,"August","2022-08-01",3,2022,"2022-01-01",32,3,"Tuesday"
20220803,"2022-08-03","03/08/2022","08/03/2022",3,"rd",8,"August","2022-08-01",3,2022,"2022-01-01",32,4,"Wednesday"
20220804,"2022-08-04","04/08/2022","08/04/2022",4,"th",8,"August","2022-08-01",3,2022,"2022-01-01",32,5,"Thursday"
20220805,"2022-08-05","05/08/2022","08/05/2022",5,"th",8,"August","2022-08-01",3,2022,"2022-01-01",32,6,"Friday"
20220806,"2022-08-06","06/08/2022","08/06/2022",6,"th",8,"August","2022-08-01",3,2022,"2022-01-01",32,7,"Saturday"
20220807,"2022-08-07","07/08/2022","08/07/2022",7,"th",8,"August","2022-08-01",3,2022,"2022-01-01",33,1,"Sunday"
20220808,"2022-08-08","08/08/2022","08/08/2022",8,"th",8,"August","2022-08-01",3,2022,"2022-01-01",33,2,"Monday"
20220809,"2022-08-09","09/08/2022","08/09/2022",9,"th",8,"August","2022-08-01",3,2022,"2022-01-01",33,3,"Tuesday"
20220810,"2022-08-10","10/08/2022","08/10/2022",10,"th",8,"August","2022-08-01",3,2022,"2022-01-01",33,4,"Wednesday"
20220811,"2022-08-11","11/08/2022","08/11/2022",11,"th",8,"August","2022-08-01",3,2022,"2022-01-01",33,5,"Thursday"
20220812,"2022-08-12","12/08/2022","08/12/2022",12,"th",8,"August","2022-08-01",3,2022,"2022-01-01",33,6,"Friday"
20220813,"2022-08-13","13/08/2022","08/13/2022",13,"th",8,"August","2022-08-01",3,2022,"2022-01-01",33,7,"Saturday"
20220814,"2022-08-14","14/08/2022","08/14/2022",14,"th",8,"August","2022-08-01",3,2022,"2022-01-01",34,1,"Sunday"
20220815,"2022-08-15","15/08/2022","08/15/2022",15,"th",8,"August","2022-08-01",3,2022,"2022-01-01",34,2,"Monday"
20220816,"2022-08-16","16/08/2022","08/16/2022",16,"th",8,"August","2022-08-01",3,2022,"2022-01-01",34,3,"Tuesday"
20220817,"2022-08-17","17/08/2022","08/17/2022",17,"th",8,"August","2022-08-01",3,2022,"2022-01-01",34,4,"Wednesday"
20220818,"2022-08-18","18/08/2022","08/18/2022",18,"th",8,"August","2022-08-01",3,2022,"2022-01-01",34,5,"Thursday"
20220819,"2022-08-19","19/08/2022","08/19/2022",19,"th",8,"August","2022-08-01",3,2022,"2022-01-01",34,6,"Friday"
20220820,"2022-08-20","20/08/2022","08/20/2022",20,"th",8,"August","2022-08-01",3,2022,"2022-01-01",34,7,"Saturday"
20220821,"2022-08-21","21/08/2022","08/21/2022",21,"st",8,"August","2022-08-01",3,2022,"2022-01-01",35,1,"Sunday"
20220822,"2022-08-22","22/08/2022","08/22/2022",22,"nd",8,"August","2022-08-01",3,2022,"2022-01-01",35,2,"Monday"
20220823,"2022-08-23","23/08/2022","08/23/2022",23,"rd",8,"August","2022-08-01",3,2022,"2022-01-01",35,3,"Tuesday"
20220824,"2022-08-24","24/08/2022","08/24/2022",24,"th",8,"August","2022-08-01",3,2022,"2022-01-01",35,4,"Wednesday"
20220825,"2022-08-25","25/08/2022","08/25/2022",25,"th",8,"August","2022-08-01",3,2022,"2022-01-01",35,5,"Thursday"
20220826,"2022-08-26","26/08/2022","08/26/2022",26,"th",8,"August","2022-08-01",3,2022,"2022-01-01",35,6,"Friday"
20220827,"2022-08-27","27/08/2022","08/27/2022",27,"th",8,"August","2022-08-01",3,2022,"2022-01-01",35,7,"Saturday"
20220828,"2022-08-28","28/08/2022","08/28/2022",28,"th",8,"August","2022-08-01",3,2022,"2022-01-01",36,1,"Sunday"
20220829,"2022-08-29","29/08/2022","08/29/2022",29,"th",8,"August","2022-08-01",3,2022,"2022-01-01",36,2,"Monday"
20220830,"2022-08-30","30/08/2022","08/30/2022",30,"th",8,"August","2022-08-01",3,2022,"2022-01-01",36,3,"Tuesday"
20220831,"2022-08-31","31/08/2022","08/31/2022",31,"st",8,"August","2022-08-01",3,2022,"2022-01-01",36,4,"Wednesday"
20220901,"2022-09-01","01/09/2022","09/01/2022",1,"st",9,"September","2022-09-01",3,2022,"2022-01-01",36,5,"Thursday"
20220902,"2022-09-02","02/09/2022","09/02/2022",2,"nd",9,"September","2022-09-01",3,2022,"2022-01-01",36,6,"Friday"
20220903,"2022-09-03","03/09/2022","09/03/2022",3,"rd",9,"September","2022-09-01",3,2022,"2022-01-01",36,7,"Saturday"
20220904,"2022-09-04","04/09/2022","09/04/2022",4,"th",9,"September","2022-09-01",3,2022,"2022-01-01",37,1,"Sunday"
20220905,"2022-09-05","05/09/2022","09/05/2022",5,"th",9,"September","2022-09-01",3,2022,"2022-01-01",37,2,"Monday"
20220906,"2022-09-06","06/09/2022","09/06/2022",6,"th",9,"September","2022-09-01",3,2022,"2022-01-01",37,3,"Tuesday"
20220907,"2022-09-07","07/09/2022","09/07/2022",7,"th",9,"September","2022-09-01",3,2022,"2022-01-01",37,4,"Wednesday"
20220908,"2022-09-08","08/09/2022","09/08/2022",8,"th",9,"September","2022-09-01",3,2022,"2022-01-01",37,5,"Thursday"
20220909,"2022-09-09","09/09/2022","09/09/2022",9,"th",9,"September","2022-09-01",3,2022,"2022-01-01",37,6,"Friday"
20220910,"2022-09-10","10/09/2022","09/10/2022",10,"th",9,"September","2022-09-01",3,2022,"2022-01-01",37,7,"Saturday"
20220911,"2022-09-11","11/09/2022","09/11/2022",11,"th",9,"September","2022-09-01",3,2022,"2022-01-01",38,1,"Sunday"
20220912,"2022-09-12","12/09/2022","09/12/2022",12,"th",9,"September","2022-09-01",3,2022,"2022-01-01",38,2,"Monday"
20220913,"2022-09-13","13/09/2022","09/13/2022",13,"th",9,"September","2022-09-01",3,2022,"2022-01-01",38,3,"Tuesday"
20220914,"2022-09-14","14/09/2022","09/14/2022",14,"th",9,"September","2022-09-01",3,2022,"2022-01-01",38,4,"Wednesday"
20220915,"2022-09-15","15/09/2022","09/15/2022",15,"th",9,"September","2022-09-01",3,2022,"2022-01-01",38,5,"Thursday"
20220916,"2022-09-16","16/09/2022","09/16/2022",16,"th",9,"September","2022-09-01",3,2022,"2022-01-01",38,6,"Friday"
20220917,"2022-09-17","17/09/2022","09/17/2022",17,"th",9,"September","2022-09-01",3,2022,"2022-01-01",38,7,"Saturday"
20220918,"2022-09-18","18/09/2022","09/18/2022",18,"th",9,"September","2022-09-01",3,2022,"2022-01-01",39,1,"Sunday"
20220919,"2022-09-19","19/09/2022","09/19/2022",19,"th",9,"September","2022-09-01",3,2022,"2022-01-01",39,2,"Monday"
20220920,"2022-09-20","20/09/2022","09/20/2022",20,"th",9,"September","2022-09-01",3,2022,"2022-01-01",39,3,"Tuesday"
20220921,"2022-09-21","21/09/2022","09/21/2022",21,"st",9,"September","2022-09-01",3,2022,"2022-01-01",39,4,"Wednesday"
20220922,"2022-09-22","22/09/2022","09/22/2022",22,"nd",9,"September","2022-09-01",3,2022,"2022-01-01",39,5,"Thursday"
20220923,"2022-09-23","23/09/2022","09/23/2022",23,"rd",9,"September","2022-09-01",3,2022,"2022-01-01",39,6,"Friday"
20220924,"2022-09-24","24/09/2022","09/24/2022",24,"th",9,"September","2022-09-01",3,2022,"2022-01-01",39,7,"Saturday"
20220925,"2022-09-25","25/09/2022","09/25/2022",25,"th",9,"September","2022-09-01",3,2022,"2022-01-01",40,1,"Sunday"
20220926,"2022-09-26","26/09/2022","09/26/2022",26,"th",9,"September","2022-09-01",3,2022,"2022-01-01",40,2,"Monday"
20220927,"2022-09-27","27/09/2022","09/27/2022",27,"th",9,"September","2022-09-01",3,2022,"2022-01-01",40,3,"Tuesday"
20220928,"2022-09-28","28/09/2022","09/28/2022",28,"th",9,"September","2022-09-01",3,2022,"2022-01-01",40,4,"Wednesday"
20220929,"2022-09-29","29/09/2022","09/29/2022",29,"th",9,"September","2022-09-01",3,2022,"2022-01-01",40,5,"Thursday"
20220930,"2022-09-30","30/09/2022","09/30/2022",30,"th",9,"September","2022-09-01",3,2022,"2022-01-01",40,6,"Friday"
20221001,"2022-10-01","01/10/2022","10/01/2022",1,"st",10,"October","2022-10-01",4,2022,"2022-01-01",40,7,"Saturday"
20221002,"2022-10-02","02/10/2022","10/02/2022",2,"nd",10,"October","2022-10-01",4,2022,"2022-01-01",41,1,"Sunday"
20221003,"2022-10-03","03/10/2022","10/03/2022",3,"rd",10,"October","2022-10-01",4,2022,"2022-01-01",41,2,"Monday"
20221004,"2022-10-04","04/10/2022","10/04/2022",4,"th",10,"October","2022-10-01",4,2022,"2022-01-01",41,3,"Tuesday"
20221005,"2022-10-05","05/10/2022","10/05/2022",5,"th",10,"October","2022-10-01",4,2022,"2022-01-01",41,4,"Wednesday"
20221006,"2022-10-06","06/10/2022","10/06/2022",6,"th",10,"October","2022-10-01",4,2022,"2022-01-01",41,5,"Thursday"
20221007,"2022-10-07","07/10/2022","10/07/2022",7,"th",10,"October","2022-10-01",4,2022,"2022-01-01",41,6,"Friday"
20221008,"2022-10-08","08/10/2022","10/08/2022",8,"th",10,"October","2022-10-01",4,2022,"2022-01-01",41,7,"Saturday"
20221009,"2022-10-09","09/10/2022","10/09/2022",9,"th",10,"October","2022-10-01",4,2022,"2022-01-01",42,1,"Sunday"
20221010,"2022-10-10","10/10/2022","10/10/2022",10,"th",10,"October","2022-10-01",4,2022,"2022-01-01",42,2,"Monday"
20221011,"2022-10-11","11/10/2022","10/11/2022",11,"th",10,"October","2022-10-01",4,2022,"2022-01-01",42,3,"Tuesday"
20221012,"2022-10-12","12/10/2022","10/12/2022",12,"th",10,"October","2022-10-01",4,2022,"2022-01-01",42,4,"Wednesday"
20221013,"2022-10-13","13/10/2022","10/13/2022",13,"th",10,"October","2022-10-01",4,2022,"2022-01-01",42,5,"Thursday"
20221014,"2022-10-14","14/10/2022","10/14/2022",14,"th",10,"October","2022-10-01",4,2022,"2022-01-01",42,6,"Friday"
20221015,"2022-10-15","15/10/2022","10/15/2022",15,"th",10,"October","2022-10-01",4,2022,"2022-01-01",42,7,"Saturday"
20221016,"2022-10-16","16/10/2022","10/16/2022",16,"th",10,"October","2022-10-01",4,2022,"2022-01-01",43,1,"Sunday"
20221017,"2022-10-17","17/10/2022","10/17/2022",17,"th",10,"October","2022-10-01",4,2022,"2022-01-01",43,2,"Monday"
20221018,"2022-10-18","18/10/2022","10/18/2022",18,"th",10,"October","2022-10-01",4,2022,"2022-01-01",43,3,"Tuesday"
20221019,"2022-10-19","19/10/2022","10/19/2022",19,"th",10,"October","2022-10-01",4,2022,"2022-01-01",43,4,"Wednesday"
20221020,"2022-10-20","20/10/2022","10/20/2022",20,"th",10,"October","2022-10-01",4,2022,"2022-01-01",43,5,"Thursday"
20221021,"2022-10-21","21/10/2022","10/21/2022",21,"st",10,"October","2022-10-01",4,2022,"2022-01-01",43,6,"Friday"
20221022,"2022-10-22","22/10/2022","10/22/2022",22,"nd",10,"October","2022-10-01",4,2022,"2022-01-01",43,7,"Saturday"
20221023,"2022-10-23","23/10/2022","10/23/2022",23,"rd",10,"October","2022-10-01",4,2022,"2022-01-01",44,1,"Sunday"
20221024,"2022-10-24","24/10/2022","10/24/2022",24,"th",10,"October","2022-10-01",4,2022,"2022-01-01",44,2,"Monday"
20221025,"2022-10-25","25/10/2022","10/25/2022",25,"th",10,"October","2022-10-01",4,2022,"2022-01-01",44,3,"Tuesday"
20221026,"2022-10-26","26/10/2022","10/26/2022",26,"th",10,"October","2022-10-01",4,2022,"2022-01-01",44,4,"Wednesday"
20221027,"2022-10-27","27/10/2022","10/27/2022",27,"th",10,"October","2022-10-01",4,2022,"2022-01-01",44,5,"Thursday"
20221028,"2022-10-28","28/10/2022","10/28/2022",28,"th",10,"October","2022-10-01",4,2022,"2022-01-01",44,6,"Friday"
20221029,"2022-10-29","29/10/2022","10/29/2022",29,"th",10,"October","2022-10-01",4,2022,"2022-01-01",44,7,"Saturday"
20221030,"2022-10-30","30/10/2022","10/30/2022",30,"th",10,"October","2022-10-01",4,2022,"2022-01-01",45,1,"Sunday"
20221031,"2022-10-31","31/10/2022","10/31/2022",31,"st",10,"October","2022-10-01",4,2022,"2022-01-01",45,2,"Monday"
20221101,"2022-11-01","01/11/2022","11/01/2022",1,"st",11,"November","2022-11-01",4,2022,"2022-01-01",45,3,"Tuesday"
20221102,"2022-11-02","02/11/2022","11/02/2022",2,"nd",11,"November","2022-11-01",4,2022,"2022-01-01",45,4,"Wednesday"
20221103,"2022-11-03","03/11/2022","11/03/2022",3,"rd",11,"November","2022-11-01",4,2022,"2022-01-01",45,5,"Thursday"
20221104,"2022-11-04","04/11/2022","11/04/2022",4,"th",11,"November","2022-11-01",4,2022,"2022-01-01",45,6,"Friday"
20221105,"2022-11-05","05/11/2022","11/05/2022",5,"th",11,"November","2022-11-01",4,2022,"2022-01-01",45,7,"Saturday"
20221106,"2022-11-06","06/11/2022","11/06/2022",6,"th",11,"November","2022-11-01",4,2022,"2022-01-01",46,1,"Sunday"
20221107,"2022-11-07","07/11/2022","11/07/2022",7,"th",11,"November","2022-11-01",4,2022,"2022-01-01",46,2,"Monday"
20221108,"2022-11-08","08/11/2022","11/08/2022",8,"th",11,"November","2022-11-01",4,2022,"2022-01-01",46,3,"Tuesday"
20221109,"2022-11-09","09/11/2022","11/09/2022",9,"th",11,"November","2022-11-01",4,2022,"2022-01-01",46,4,"Wednesday"
20111202,"2011-12-02","02/12/2011","12/02/2011",2,"nd",12,"December","2011-12-01",4,2011,"2011-01-01",49,6,"Friday"
20111203,"2011-12-03","03/12/2011","12/03/2011",3,"rd",12,"December","2011-12-01",4,2011,"2011-01-01",49,7,"Saturday"
20111204,"2011-12-04","04/12/2011","12/04/2011",4,"th",12,"December","2011-12-01",4,2011,"2011-01-01",50,1,"Sunday"
20111205,"2011-12-05","05/12/2011","12/05/2011",5,"th",12,"December","2011-12-01",4,2011,"2011-01-01",50,2,"Monday"
20111206,"2011-12-06","06/12/2011","12/06/2011",6,"th",12,"December","2011-12-01",4,2011,"2011-01-01",50,3,"Tuesday"
20111207,"2011-12-07","07/12/2011","12/07/2011",7,"th",12,"December","2011-12-01",4,2011,"2011-01-01",50,4,"Wednesday"
20111208,"2011-12-08","08/12/2011","12/08/2011",8,"th",12,"December","2011-12-01",4,2011,"2011-01-01",50,5,"Thursday"
20111209,"2011-12-09","09/12/2011","12/09/2011",9,"th",12,"December","2011-12-01",4,2011,"2011-01-01",50,6,"Friday"
20111210,"2011-12-10","10/12/2011","12/10/2011",10,"th",12,"December","2011-12-01",4,2011,"2011-01-01",50,7,"Saturday"
20111211,"2011-12-11","11/12/2011","12/11/2011",11,"th",12,"December","2011-12-01",4,2011,"2011-01-01",51,1,"Sunday"
20111212,"2011-12-12","12/12/2011","12/12/2011",12,"th",12,"December","2011-12-01",4,2011,"2011-01-01",51,2,"Monday"
20111213,"2011-12-13","13/12/2011","12/13/2011",13,"th",12,"December","2011-12-01",4,2011,"2011-01-01",51,3,"Tuesday"
20111214,"2011-12-14","14/12/2011","12/14/2011",14,"th",12,"December","2011-12-01",4,2011,"2011-01-01",51,4,"Wednesday"
20111215,"2011-12-15","15/12/2011","12/15/2011",15,"th",12,"December","2011-12-01",4,2011,"2011-01-01",51,5,"Thursday"
20111216,"2011-12-16","16/12/2011","12/16/2011",16,"th",12,"December","2011-12-01",4,2011,"2011-01-01",51,6,"Friday"
20111217,"2011-12-17","17/12/2011","12/17/2011",17,"th",12,"December","2011-12-01",4,2011,"2011-01-01",51,7,"Saturday"
20111218,"2011-12-18","18/12/2011","12/18/2011",18,"th",12,"December","2011-12-01",4,2011,"2011-01-01",52,1,"Sunday"
20111219,"2011-12-19","19/12/2011","12/19/2011",19,"th",12,"December","2011-12-01",4,2011,"2011-01-01",52,2,"Monday"
20111220,"2011-12-20","20/12/2011","12/20/2011",20,"th",12,"December","2011-12-01",4,2011,"2011-01-01",52,3,"Tuesday"
20111221,"2011-12-21","21/12/2011","12/21/2011",21,"st",12,"December","2011-12-01",4,2011,"2011-01-01",52,4,"Wednesday"
20111222,"2011-12-22","22/12/2011","12/22/2011",22,"nd",12,"December","2011-12-01",4,2011,"2011-01-01",52,5,"Thursday"
20111223,"2011-12-23","23/12/2011","12/23/2011",23,"rd",12,"December","2011-12-01",4,2011,"2011-01-01",52,6,"Friday"
20111224,"2011-12-24","24/12/2011","12/24/2011",24,"th",12,"December","2011-12-01",4,2011,"2011-01-01",52,7,"Saturday"
20111225,"2011-12-25","25/12/2011","12/25/2011",25,"th",12,"December","2011-12-01",4,2011,"2011-01-01",53,1,"Sunday"
20111226,"2011-12-26","26/12/2011","12/26/2011",26,"th",12,"December","2011-12-01",4,2011,"2011-01-01",53,2,"Monday"
20111227,"2011-12-27","27/12/2011","12/27/2011",27,"th",12,"December","2011-12-01",4,2011,"2011-01-01",53,3,"Tuesday"
20111228,"2011-12-28","28/12/2011","12/28/2011",28,"th",12,"December","2011-12-01",4,2011,"2011-01-01",53,4,"Wednesday"
20111229,"2011-12-29","29/12/2011","12/29/2011",29,"th",12,"December","2011-12-01",4,2011,"2011-01-01",53,5,"Thursday"
20111230,"2011-12-30","30/12/2011","12/30/2011",30,"th",12,"December","2011-12-01",4,2011,"2011-01-01",53,6,"Friday"
20111231,"2011-12-31","31/12/2011","12/31/2011",31,"st",12,"December","2011-12-01",4,2011,"2011-01-01",53,7,"Saturday"
20120101,"2012-01-01","01/01/2012","01/01/2012",1,"st",1,"January","2012-01-01",1,2012,"2012-01-01",1,1,"Sunday"
20120102,"2012-01-02","02/01/2012","01/02/2012",2,"nd",1,"January","2012-01-01",1,2012,"2012-01-01",1,2,"Monday"
20120103,"2012-01-03","03/01/2012","01/03/2012",3,"rd",1,"January","2012-01-01",1,2012,"2012-01-01",1,3,"Tuesday"
20120104,"2012-01-04","04/01/2012","01/04/2012",4,"th",1,"January","2012-01-01",1,2012,"2012-01-01",1,4,"Wednesday"
20120105,"2012-01-05","05/01/2012","01/05/2012",5,"th",1,"January","2012-01-01",1,2012,"2012-01-01",1,5,"Thursday"
20120106,"2012-01-06","06/01/2012","01/06/2012",6,"th",1,"January","2012-01-01",1,2012,"2012-01-01",1,6,"Friday"
20120107,"2012-01-07","07/01/2012","01/07/2012",7,"th",1,"January","2012-01-01",1,2012,"2012-01-01",1,7,"Saturday"
20120108,"2012-01-08","08/01/2012","01/08/2012",8,"th",1,"January","2012-01-01",1,2012,"2012-01-01",2,1,"Sunday"
20120109,"2012-01-09","09/01/2012","01/09/2012",9,"th",1,"January","2012-01-01",1,2012,"2012-01-01",2,2,"Monday"
20120110,"2012-01-10","10/01/2012","01/10/2012",10,"th",1,"January","2012-01-01",1,2012,"2012-01-01",2,3,"Tuesday"
20120111,"2012-01-11","11/01/2012","01/11/2012",11,"th",1,"January","2012-01-01",1,2012,"2012-01-01",2,4,"Wednesday"
20120112,"2012-01-12","12/01/2012","01/12/2012",12,"th",1,"January","2012-01-01",1,2012,"2012-01-01",2,5,"Thursday"
20120113,"2012-01-13","13/01/2012","01/13/2012",13,"th",1,"January","2012-01-01",1,2012,"2012-01-01",2,6,"Friday"
20120114,"2012-01-14","14/01/2012","01/14/2012",14,"th",1,"January","2012-01-01",1,2012,"2012-01-01",2,7,"Saturday"
20120115,"2012-01-15","15/01/2012","01/15/2012",15,"th",1,"January","2012-01-01",1,2012,"2012-01-01",3,1,"Sunday"
20120116,"2012-01-16","16/01/2012","01/16/2012",16,"th",1,"January","2012-01-01",1,2012,"2012-01-01",3,2,"Monday"
20120117,"2012-01-17","17/01/2012","01/17/2012",17,"th",1,"January","2012-01-01",1,2012,"2012-01-01",3,3,"Tuesday"
20120118,"2012-01-18","18/01/2012","01/18/2012",18,"th",1,"January","2012-01-01",1,2012,"2012-01-01",3,4,"Wednesday"
20120119,"2012-01-19","19/01/2012","01/19/2012",19,"th",1,"January","2012-01-01",1,2012,"2012-01-01",3,5,"Thursday"
20120120,"2012-01-20","20/01/2012","01/20/2012",20,"th",1,"January","2012-01-01",1,2012,"2012-01-01",3,6,"Friday"
20120121,"2012-01-21","21/01/2012","01/21/2012",21,"st",1,"January","2012-01-01",1,2012,"2012-01-01",3,7,"Saturday"
20120122,"2012-01-22","22/01/2012","01/22/2012",22,"nd",1,"January","2012-01-01",1,2012,"2012-01-01",4,1,"Sunday"
20120123,"2012-01-23","23/01/2012","01/23/2012",23,"rd",1,"January","2012-01-01",1,2012,"2012-01-01",4,2,"Monday"
20120124,"2012-01-24","24/01/2012","01/24/2012",24,"th",1,"January","2012-01-01",1,2012,"2012-01-01",4,3,"Tuesday"
20120125,"2012-01-25","25/01/2012","01/25/2012",25,"th",1,"January","2012-01-01",1,2012,"2012-01-01",4,4,"Wednesday"
20120126,"2012-01-26","26/01/2012","01/26/2012",26,"th",1,"January","2012-01-01",1,2012,"2012-01-01",4,5,"Thursday"
20120127,"2012-01-27","27/01/2012","01/27/2012",27,"th",1,"January","2012-01-01",1,2012,"2012-01-01",4,6,"Friday"
20120128,"2012-01-28","28/01/2012","01/28/2012",28,"th",1,"January","2012-01-01",1,2012,"2012-01-01",4,7,"Saturday"
20120129,"2012-01-29","29/01/2012","01/29/2012",29,"th",1,"January","2012-01-01",1,2012,"2012-01-01",5,1,"Sunday"
20120130,"2012-01-30","30/01/2012","01/30/2012",30,"th",1,"January","2012-01-01",1,2012,"2012-01-01",5,2,"Monday"
20120131,"2012-01-31","31/01/2012","01/31/2012",31,"st",1,"January","2012-01-01",1,2012,"2012-01-01",5,3,"Tuesday"
20120201,"2012-02-01","01/02/2012","02/01/2012",1,"st",2,"February","2012-02-01",1,2012,"2012-01-01",5,4,"Wednesday"
20120202,"2012-02-02","02/02/2012","02/02/2012",2,"nd",2,"February","2012-02-01",1,2012,"2012-01-01",5,5,"Thursday"
20120203,"2012-02-03","03/02/2012","02/03/2012",3,"rd",2,"February","2012-02-01",1,2012,"2012-01-01",5,6,"Friday"
20120204,"2012-02-04","04/02/2012","02/04/2012",4,"th",2,"February","2012-02-01",1,2012,"2012-01-01",5,7,"Saturday"
20120205,"2012-02-05","05/02/2012","02/05/2012",5,"th",2,"February","2012-02-01",1,2012,"2012-01-01",6,1,"Sunday"
20120206,"2012-02-06","06/02/2012","02/06/2012",6,"th",2,"February","2012-02-01",1,2012,"2012-01-01",6,2,"Monday"
20120207,"2012-02-07","07/02/2012","02/07/2012",7,"th",2,"February","2012-02-01",1,2012,"2012-01-01",6,3,"Tuesday"
20120208,"2012-02-08","08/02/2012","02/08/2012",8,"th",2,"February","2012-02-01",1,2012,"2012-01-01",6,4,"Wednesday"
20120209,"2012-02-09","09/02/2012","02/09/2012",9,"th",2,"February","2012-02-01",1,2012,"2012-01-01",6,5,"Thursday"
20120210,"2012-02-10","10/02/2012","02/10/2012",10,"th",2,"February","2012-02-01",1,2012,"2012-01-01",6,6,"Friday"
20120211,"2012-02-11","11/02/2012","02/11/2012",11,"th",2,"February","2012-02-01",1,2012,"2012-01-01",6,7,"Saturday"
20120212,"2012-02-12","12/02/2012","02/12/2012",12,"th",2,"February","2012-02-01",1,2012,"2012-01-01",7,1,"Sunday"
20120213,"2012-02-13","13/02/2012","02/13/2012",13,"th",2,"February","2012-02-01",1,2012,"2012-01-01",7,2,"Monday"
20120214,"2012-02-14","14/02/2012","02/14/2012",14,"th",2,"February","2012-02-01",1,2012,"2012-01-01",7,3,"Tuesday"
20120215,"2012-02-15","15/02/2012","02/15/2012",15,"th",2,"February","2012-02-01",1,2012,"2012-01-01",7,4,"Wednesday"
20120216,"2012-02-16","16/02/2012","02/16/2012",16,"th",2,"February","2012-02-01",1,2012,"2012-01-01",7,5,"Thursday"
20120217,"2012-02-17","17/02/2012","02/17/2012",17,"th",2,"February","2012-02-01",1,2012,"2012-01-01",7,6,"Friday"
20120218,"2012-02-18","18/02/2012","02/18/2012",18,"th",2,"February","2012-02-01",1,2012,"2012-01-01",7,7,"Saturday"
20120219,"2012-02-19","19/02/2012","02/19/2012",19,"th",2,"February","2012-02-01",1,2012,"2012-01-01",8,1,"Sunday"
20120220,"2012-02-20","20/02/2012","02/20/2012",20,"th",2,"February","2012-02-01",1,2012,"2012-01-01",8,2,"Monday"
20120221,"2012-02-21","21/02/2012","02/21/2012",21,"st",2,"February","2012-02-01",1,2012,"2012-01-01",8,3,"Tuesday"
20120222,"2012-02-22","22/02/2012","02/22/2012",22,"nd",2,"February","2012-02-01",1,2012,"2012-01-01",8,4,"Wednesday"
20120223,"2012-02-23","23/02/2012","02/23/2012",23,"rd",2,"February","2012-02-01",1,2012,"2012-01-01",8,5,"Thursday"
20120224,"2012-02-24","24/02/2012","02/24/2012",24,"th",2,"February","2012-02-01",1,2012,"2012-01-01",8,6,"Friday"
20120225,"2012-02-25","25/02/2012","02/25/2012",25,"th",2,"February","2012-02-01",1,2012,"2012-01-01",8,7,"Saturday"
20120226,"2012-02-26","26/02/2012","02/26/2012",26,"th",2,"February","2012-02-01",1,2012,"2012-01-01",9,1,"Sunday"
20120227,"2012-02-27","27/02/2012","02/27/2012",27,"th",2,"February","2012-02-01",1,2012,"2012-01-01",9,2,"Monday"
20120228,"2012-02-28","28/02/2012","02/28/2012",28,"th",2,"February","2012-02-01",1,2012,"2012-01-01",9,3,"Tuesday"
20120229,"2012-02-29","29/02/2012","02/29/2012",29,"th",2,"February","2012-02-01",1,2012,"2012-01-01",9,4,"Wednesday"
20120301,"2012-03-01","01/03/2012","03/01/2012",1,"st",3,"March","2012-03-01",1,2012,"2012-01-01",9,5,"Thursday"
20120302,"2012-03-02","02/03/2012","03/02/2012",2,"nd",3,"March","2012-03-01",1,2012,"2012-01-01",9,6,"Friday"
20120303,"2012-03-03","03/03/2012","03/03/2012",3,"rd",3,"March","2012-03-01",1,2012,"2012-01-01",9,7,"Saturday"
20120304,"2012-03-04","04/03/2012","03/04/2012",4,"th",3,"March","2012-03-01",1,2012,"2012-01-01",10,1,"Sunday"
20120305,"2012-03-05","05/03/2012","03/05/2012",5,"th",3,"March","2012-03-01",1,2012,"2012-01-01",10,2,"Monday"
20120306,"2012-03-06","06/03/2012","03/06/2012",6,"th",3,"March","2012-03-01",1,2012,"2012-01-01",10,3,"Tuesday"
20120307,"2012-03-07","07/03/2012","03/07/2012",7,"th",3,"March","2012-03-01",1,2012,"2012-01-01",10,4,"Wednesday"
20120308,"2012-03-08","08/03/2012","03/08/2012",8,"th",3,"March","2012-03-01",1,2012,"2012-01-01",10,5,"Thursday"
20120309,"2012-03-09","09/03/2012","03/09/2012",9,"th",3,"March","2012-03-01",1,2012,"2012-01-01",10,6,"Friday"
20120310,"2012-03-10","10/03/2012","03/10/2012",10,"th",3,"March","2012-03-01",1,2012,"2012-01-01",10,7,"Saturday"
20171019,"2017-10-19","19/10/2017","10/19/2017",19,"th",10,"October","2017-10-01",4,2017,"2017-01-01",42,5,"Thursday"
20171020,"2017-10-20","20/10/2017","10/20/2017",20,"th",10,"October","2017-10-01",4,2017,"2017-01-01",42,6,"Friday"
20171021,"2017-10-21","21/10/2017","10/21/2017",21,"st",10,"October","2017-10-01",4,2017,"2017-01-01",42,7,"Saturday"
20171022,"2017-10-22","22/10/2017","10/22/2017",22,"nd",10,"October","2017-10-01",4,2017,"2017-01-01",43,1,"Sunday"
20171023,"2017-10-23","23/10/2017","10/23/2017",23,"rd",10,"October","2017-10-01",4,2017,"2017-01-01",43,2,"Monday"
20171024,"2017-10-24","24/10/2017","10/24/2017",24,"th",10,"October","2017-10-01",4,2017,"2017-01-01",43,3,"Tuesday"
20171025,"2017-10-25","25/10/2017","10/25/2017",25,"th",10,"October","2017-10-01",4,2017,"2017-01-01",43,4,"Wednesday"
